,date,time,company_announcement,company,type
1953,13.12.19,10:34:52,D1 Capital Partners LP holds a short position at 1.12 % in shares issued by Vestas Wind Systems A/S,Vestas Wind Systems A/S,Shortselling (0)
1954,13.12.19,08:32:18,DNB Asset Management AS holds a short position at 1.33 % in shares issued by Netcompany Group,Netcompany Group,Shortselling (0)
1955,12.12.19,22:16:27,(Historic) Melvin Capital Management LP holds a short position at 2.86 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
1956,12.12.19,11:08:46,Citadel Advisors LLC holds a short position at 0.58 % in shares issued by Jyske Bank A/S,Jyske Bank A/S,Shortselling (0)
1957,11.12.19,21:45:58,(Historic) Melvin Capital Management LP holds a short position at 2.93 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
1958,11.12.19,13:28:59,(Historic) WorldQuant LLC holds a short position at 0.61 % in shares issued by Zealand Pharma A/S,Zealand Pharma A/S,Shortselling (0)
1959,11.12.19,12:35:49,Marshall Wace LLP  holds a short position at 0.69 % in shares issued by Novozymes A/S,Novozymes A/S,Shortselling (0)
1960,16.12.19,13:57:22,Marshall Wace LLP  holds a short position at 1.36 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
1961,16.12.19,13:53:36,Marshall Wace LLP  holds a short position at 0.78 % in shares issued by ISS A/S,ISS A/S,Shortselling (0)
1962,13.12.19,22:04:58,(Historic) Melvin Capital Management LP holds a short position at 2.77 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
1963,13.12.19,10:34:52,D1 Capital Partners LP holds a short position at 1.12 % in shares issued by Vestas Wind Systems A/S,Vestas Wind Systems A/S,Shortselling (0)
1964,13.12.19,08:32:18,DNB Asset Management AS holds a short position at 1.33 % in shares issued by Netcompany Group,Netcompany Group,Shortselling (0)
1965,12.12.19,22:16:27,(Historic) Melvin Capital Management LP holds a short position at 2.86 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
1966,12.12.19,11:08:46,Citadel Advisors LLC holds a short position at 0.58 % in shares issued by Jyske Bank A/S,Jyske Bank A/S,Shortselling (0)
1967,11.12.19,21:45:58,(Historic) Melvin Capital Management LP holds a short position at 2.93 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
1968,11.12.19,13:28:59,(Historic) WorldQuant LLC holds a short position at 0.61 % in shares issued by Zealand Pharma A/S,Zealand Pharma A/S,Shortselling (0)
1969,11.12.19,12:35:49,Marshall Wace LLP  holds a short position at 0.69 % in shares issued by Novozymes A/S,Novozymes A/S,Shortselling (0)
1970,16.12.19,13:57:22,Marshall Wace LLP  holds a short position at 1.36 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
1971,16.12.19,13:53:36,Marshall Wace LLP  holds a short position at 0.78 % in shares issued by ISS A/S,ISS A/S,Shortselling (0)
1972,13.12.19,22:04:58,(Historic) Melvin Capital Management LP holds a short position at 2.77 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
1973,13.12.19,10:34:52,D1 Capital Partners LP holds a short position at 1.12 % in shares issued by Vestas Wind Systems A/S,Vestas Wind Systems A/S,Shortselling (0)
1974,13.12.19,08:32:18,DNB Asset Management AS holds a short position at 1.33 % in shares issued by Netcompany Group,Netcompany Group,Shortselling (0)
1975,12.12.19,22:16:27,(Historic) Melvin Capital Management LP holds a short position at 2.86 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
1976,12.12.19,11:08:46,Citadel Advisors LLC holds a short position at 0.58 % in shares issued by Jyske Bank A/S,Jyske Bank A/S,Shortselling (0)
1977,11.12.19,21:45:58,(Historic) Melvin Capital Management LP holds a short position at 2.93 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
1978,11.12.19,13:28:59,(Historic) WorldQuant LLC holds a short position at 0.61 % in shares issued by Zealand Pharma A/S,Zealand Pharma A/S,Shortselling (0)
1979,11.12.19,12:35:49,Marshall Wace LLP  holds a short position at 0.69 % in shares issued by Novozymes A/S,Novozymes A/S,Shortselling (0)
1980,16.12.19,13:57:22,Marshall Wace LLP  holds a short position at 1.36 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
1981,16.12.19,13:53:36,Marshall Wace LLP  holds a short position at 0.78 % in shares issued by ISS A/S,ISS A/S,Shortselling (0)
1982,13.12.19,22:04:58,(Historic) Melvin Capital Management LP holds a short position at 2.77 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
1983,13.12.19,10:34:52,D1 Capital Partners LP holds a short position at 1.12 % in shares issued by Vestas Wind Systems A/S,Vestas Wind Systems A/S,Shortselling (0)
1984,13.12.19,08:32:18,DNB Asset Management AS holds a short position at 1.33 % in shares issued by Netcompany Group,Netcompany Group,Shortselling (0)
1985,12.12.19,22:16:27,(Historic) Melvin Capital Management LP holds a short position at 2.86 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
1986,12.12.19,11:08:46,Citadel Advisors LLC holds a short position at 0.58 % in shares issued by Jyske Bank A/S,Jyske Bank A/S,Shortselling (0)
1987,11.12.19,21:45:58,(Historic) Melvin Capital Management LP holds a short position at 2.93 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
1988,11.12.19,13:28:59,(Historic) WorldQuant LLC holds a short position at 0.61 % in shares issued by Zealand Pharma A/S,Zealand Pharma A/S,Shortselling (0)
1989,11.12.19,12:35:49,Marshall Wace LLP  holds a short position at 0.69 % in shares issued by Novozymes A/S,Novozymes A/S,Shortselling (0)
1990,16.12.19,13:57:22,Marshall Wace LLP  holds a short position at 1.36 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
1991,16.12.19,13:53:36,Marshall Wace LLP  holds a short position at 0.78 % in shares issued by ISS A/S,ISS A/S,Shortselling (0)
1992,13.12.19,22:04:58,(Historic) Melvin Capital Management LP holds a short position at 2.77 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
1993,13.12.19,10:34:52,D1 Capital Partners LP holds a short position at 1.12 % in shares issued by Vestas Wind Systems A/S,Vestas Wind Systems A/S,Shortselling (0)
1994,13.12.19,08:32:18,DNB Asset Management AS holds a short position at 1.33 % in shares issued by Netcompany Group,Netcompany Group,Shortselling (0)
1995,12.12.19,22:16:27,(Historic) Melvin Capital Management LP holds a short position at 2.86 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
1996,12.12.19,11:08:46,Citadel Advisors LLC holds a short position at 0.58 % in shares issued by Jyske Bank A/S,Jyske Bank A/S,Shortselling (0)
1997,11.12.19,21:45:58,(Historic) Melvin Capital Management LP holds a short position at 2.93 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
1998,11.12.19,13:28:59,(Historic) WorldQuant LLC holds a short position at 0.61 % in shares issued by Zealand Pharma A/S,Zealand Pharma A/S,Shortselling (0)
1999,11.12.19,12:35:49,Marshall Wace LLP  holds a short position at 0.69 % in shares issued by Novozymes A/S,Novozymes A/S,Shortselling (0)
2000,16.12.19,13:57:22,Marshall Wace LLP  holds a short position at 1.36 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
2001,16.12.19,13:53:36,Marshall Wace LLP  holds a short position at 0.78 % in shares issued by ISS A/S,ISS A/S,Shortselling (0)
2002,13.12.19,22:04:58,(Historic) Melvin Capital Management LP holds a short position at 2.77 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
2003,13.12.19,10:34:52,D1 Capital Partners LP holds a short position at 1.12 % in shares issued by Vestas Wind Systems A/S,Vestas Wind Systems A/S,Shortselling (0)
2004,13.12.19,08:32:18,DNB Asset Management AS holds a short position at 1.33 % in shares issued by Netcompany Group,Netcompany Group,Shortselling (0)
2005,12.12.19,22:16:27,(Historic) Melvin Capital Management LP holds a short position at 2.86 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
2006,12.12.19,11:08:46,Citadel Advisors LLC holds a short position at 0.58 % in shares issued by Jyske Bank A/S,Jyske Bank A/S,Shortselling (0)
2007,11.12.19,21:45:58,(Historic) Melvin Capital Management LP holds a short position at 2.93 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
2008,11.12.19,13:28:59,(Historic) WorldQuant LLC holds a short position at 0.61 % in shares issued by Zealand Pharma A/S,Zealand Pharma A/S,Shortselling (0)
2009,11.12.19,12:35:49,Marshall Wace LLP  holds a short position at 0.69 % in shares issued by Novozymes A/S,Novozymes A/S,Shortselling (0)
2010,16.12.19,13:57:22,Marshall Wace LLP  holds a short position at 1.36 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
2011,16.12.19,13:53:36,Marshall Wace LLP  holds a short position at 0.78 % in shares issued by ISS A/S,ISS A/S,Shortselling (0)
2012,13.12.19,22:04:58,(Historic) Melvin Capital Management LP holds a short position at 2.77 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
2013,13.12.19,10:34:52,D1 Capital Partners LP holds a short position at 1.12 % in shares issued by Vestas Wind Systems A/S,Vestas Wind Systems A/S,Shortselling (0)
2014,13.12.19,08:32:18,DNB Asset Management AS holds a short position at 1.33 % in shares issued by Netcompany Group,Netcompany Group,Shortselling (0)
2015,12.12.19,22:16:27,(Historic) Melvin Capital Management LP holds a short position at 2.86 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
2016,12.12.19,11:08:46,Citadel Advisors LLC holds a short position at 0.58 % in shares issued by Jyske Bank A/S,Jyske Bank A/S,Shortselling (0)
2017,11.12.19,21:45:58,(Historic) Melvin Capital Management LP holds a short position at 2.93 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
2018,11.12.19,13:28:59,(Historic) WorldQuant LLC holds a short position at 0.61 % in shares issued by Zealand Pharma A/S,Zealand Pharma A/S,Shortselling (0)
2019,11.12.19,12:35:49,Marshall Wace LLP  holds a short position at 0.69 % in shares issued by Novozymes A/S,Novozymes A/S,Shortselling (0)
2020,16.12.19,13:57:22,Marshall Wace LLP  holds a short position at 1.36 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
2021,16.12.19,13:53:36,Marshall Wace LLP  holds a short position at 0.78 % in shares issued by ISS A/S,ISS A/S,Shortselling (0)
2022,13.12.19,22:04:58,(Historic) Melvin Capital Management LP holds a short position at 2.77 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
2023,13.12.19,10:34:52,D1 Capital Partners LP holds a short position at 1.12 % in shares issued by Vestas Wind Systems A/S,Vestas Wind Systems A/S,Shortselling (0)
2024,13.12.19,08:32:18,DNB Asset Management AS holds a short position at 1.33 % in shares issued by Netcompany Group,Netcompany Group,Shortselling (0)
2025,12.12.19,22:16:27,(Historic) Melvin Capital Management LP holds a short position at 2.86 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
2026,12.12.19,11:08:46,Citadel Advisors LLC holds a short position at 0.58 % in shares issued by Jyske Bank A/S,Jyske Bank A/S,Shortselling (0)
2027,11.12.19,21:45:58,(Historic) Melvin Capital Management LP holds a short position at 2.93 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
2028,11.12.19,13:28:59,(Historic) WorldQuant LLC holds a short position at 0.61 % in shares issued by Zealand Pharma A/S,Zealand Pharma A/S,Shortselling (0)
2029,11.12.19,12:35:49,Marshall Wace LLP  holds a short position at 0.69 % in shares issued by Novozymes A/S,Novozymes A/S,Shortselling (0)
2030,16.12.19,13:57:22,Marshall Wace LLP  holds a short position at 1.36 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
2031,16.12.19,13:53:36,Marshall Wace LLP  holds a short position at 0.78 % in shares issued by ISS A/S,ISS A/S,Shortselling (0)
2032,13.12.19,22:04:58,(Historic) Melvin Capital Management LP holds a short position at 2.77 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
2033,13.12.19,10:34:52,D1 Capital Partners LP holds a short position at 1.12 % in shares issued by Vestas Wind Systems A/S,Vestas Wind Systems A/S,Shortselling (0)
2034,13.12.19,08:32:18,DNB Asset Management AS holds a short position at 1.33 % in shares issued by Netcompany Group,Netcompany Group,Shortselling (0)
2035,12.12.19,22:16:27,(Historic) Melvin Capital Management LP holds a short position at 2.86 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
2036,12.12.19,11:08:46,Citadel Advisors LLC holds a short position at 0.58 % in shares issued by Jyske Bank A/S,Jyske Bank A/S,Shortselling (0)
2037,11.12.19,21:45:58,(Historic) Melvin Capital Management LP holds a short position at 2.93 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
2038,11.12.19,13:28:59,(Historic) WorldQuant LLC holds a short position at 0.61 % in shares issued by Zealand Pharma A/S,Zealand Pharma A/S,Shortselling (0)
2039,11.12.19,12:35:49,Marshall Wace LLP  holds a short position at 0.69 % in shares issued by Novozymes A/S,Novozymes A/S,Shortselling (0)
2040,16.12.19,13:57:22,Marshall Wace LLP  holds a short position at 1.36 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
2041,16.12.19,13:53:36,Marshall Wace LLP  holds a short position at 0.78 % in shares issued by ISS A/S,ISS A/S,Shortselling (0)
2042,13.12.19,22:04:58,(Historic) Melvin Capital Management LP holds a short position at 2.77 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
2043,13.12.19,10:34:52,D1 Capital Partners LP holds a short position at 1.12 % in shares issued by Vestas Wind Systems A/S,Vestas Wind Systems A/S,Shortselling (0)
2044,13.12.19,08:32:18,DNB Asset Management AS holds a short position at 1.33 % in shares issued by Netcompany Group,Netcompany Group,Shortselling (0)
2045,12.12.19,22:16:27,(Historic) Melvin Capital Management LP holds a short position at 2.86 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
2046,12.12.19,11:08:46,Citadel Advisors LLC holds a short position at 0.58 % in shares issued by Jyske Bank A/S,Jyske Bank A/S,Shortselling (0)
2047,11.12.19,21:45:58,(Historic) Melvin Capital Management LP holds a short position at 2.93 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
2048,11.12.19,13:28:59,(Historic) WorldQuant LLC holds a short position at 0.61 % in shares issued by Zealand Pharma A/S,Zealand Pharma A/S,Shortselling (0)
2049,11.12.19,12:35:49,Marshall Wace LLP  holds a short position at 0.69 % in shares issued by Novozymes A/S,Novozymes A/S,Shortselling (0)
2050,16.12.19,13:57:22,Marshall Wace LLP  holds a short position at 1.36 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
2051,16.12.19,13:53:36,Marshall Wace LLP  holds a short position at 0.78 % in shares issued by ISS A/S,ISS A/S,Shortselling (0)
2052,13.12.19,22:04:58,(Historic) Melvin Capital Management LP holds a short position at 2.77 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
2053,13.12.19,10:34:52,D1 Capital Partners LP holds a short position at 1.12 % in shares issued by Vestas Wind Systems A/S,Vestas Wind Systems A/S,Shortselling (0)
2054,13.12.19,08:32:18,DNB Asset Management AS holds a short position at 1.33 % in shares issued by Netcompany Group,Netcompany Group,Shortselling (0)
2055,12.12.19,22:16:27,(Historic) Melvin Capital Management LP holds a short position at 2.86 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
2056,12.12.19,11:08:46,Citadel Advisors LLC holds a short position at 0.58 % in shares issued by Jyske Bank A/S,Jyske Bank A/S,Shortselling (0)
2057,11.12.19,21:45:58,(Historic) Melvin Capital Management LP holds a short position at 2.93 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
2058,11.12.19,13:28:59,(Historic) WorldQuant LLC holds a short position at 0.61 % in shares issued by Zealand Pharma A/S,Zealand Pharma A/S,Shortselling (0)
2059,11.12.19,12:35:49,Marshall Wace LLP  holds a short position at 0.69 % in shares issued by Novozymes A/S,Novozymes A/S,Shortselling (0)
2060,16.12.19,13:57:22,Marshall Wace LLP  holds a short position at 1.36 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
2061,16.12.19,13:53:36,Marshall Wace LLP  holds a short position at 0.78 % in shares issued by ISS A/S,ISS A/S,Shortselling (0)
2062,13.12.19,22:04:58,(Historic) Melvin Capital Management LP holds a short position at 2.77 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
2063,13.12.19,10:34:52,D1 Capital Partners LP holds a short position at 1.12 % in shares issued by Vestas Wind Systems A/S,Vestas Wind Systems A/S,Shortselling (0)
